NechaG93688	NechaT93688	2615272	2615619	2615620	2615696	2615697	2616194
NechaG88152	NechaT88152	720070	720091	720092	720230	720231	720302
NechaG88152	NechaT88152	720231	720302	720303	720354	720355	720431
NechaG88152	NechaT88152	720355	720431	720432	720476	720477	720730
NechaG88152	NechaT88152	720477	720730	720731	720785	720786	720860
NechaG88152	NechaT88152	720786	720860	720861	720903	720904	721071
NechaG88152	NechaT88152	720904	721071	721072	721128	721129	721466
NechaG88152	NechaT88152	721129	721466	721467	721512	721513	721546
NechaG88152	NechaT88152	721513	721546	721547	721593	721594	721687
NechaG123345	NechaT123345	2009980	2011801	2011802	2011852	2011853	2012201
NechaG99239	NechaT99239	2059671	2060039	2060040	2060105	2060106	2060187
NechaG99239	NechaT99239	2060106	2060187	2060188	2060243	2060244	2060814
NechaG46286	NechaT46286	1320	2595	2596	2644	2645	2796
NechaG103829	NechaT103829	2671633	2672019	2672020	2672068	2672069	2672557
NechaG87422	NechaT87422	968404	969128	969129	969171	969172	969496
NechaG87422	NechaT87422	969172	969496	969497	969545	969546	969647
NechaG87422	NechaT87422	969546	969647	969648	969701	969702	969748
NechaG87422	NechaT87422	969702	969748	969749	969962	969963	970143
NechaG69013	NechaT69013	723696	724034	724035	724112	724113	724590
NechaG37905	NechaT37905	1931230	1931303	1931304	1931355	1931356	1934006
NechaG37905	NechaT37905	1931356	1934006	1934007	1934111	1934112	1934734
NechaG103498	NechaT103498	2713171	2713206	2713207	2713249	2713250	2713803
NechaG103498	NechaT103498	2713250	2713803	2713804	2713848	2713849	2714214
NechaG102105	NechaT102105	723605	724727	724728	724783	724784	725017
NechaG81151	NechaT81151	487970	488137	488138	488184	488185	488384
NechaG81151	NechaT81151	488185	488384	488385	488439	488440	488506
NechaG81151	NechaT81151	488440	488506	488507	488591	488592	488782
NechaG81151	NechaT81151	488592	488782	488783	488835	488836	488903
NechaG81151	NechaT81151	488836	488903	488904	488958	488959	489362
NechaG81420	NechaT81420	1228802	1228815	1228816	1228864	1228865	1230703
NechaG81420	NechaT81420	1228865	1230703	1230704	1230813	1230814	1230835
NechaG81420	NechaT81420	1230814	1230835	1230836	1230971	1230972	1231022
NechaG91304	NechaT91304	3327082	3330301	3330302	3330330	3330331	3330620
NechaG86141	NechaT86141	2486685	2486885	2486886	2486978	2486979	2487740
NechaG106081	NechaT106081	4103207	4103569	4103570	4103616	4103617	4103634
NechaG106081	NechaT106081	4103617	4103634	4103635	4103686	4103687	4103748
NechaG106081	NechaT106081	4103687	4103748	4103749	4103915	4103916	4104077
NechaG106081	NechaT106081	4103916	4104077	4104078	4104176	4104177	4104681
NechaG106081	NechaT106081	4104177	4104681	4104682	4104731	4104732	4104790
NechaG106081	NechaT106081	4104732	4104790	4104791	4104844	4104845	4105058
NechaG95243	NechaT95243	267265	267560	267561	267623	267624	267818
NechaG95243	NechaT95243	267624	267818	267819	267866	267867	267980
NechaG95243	NechaT95243	267867	267980	267981	268037	268038	268136
NechaG95243	NechaT95243	268038	268136	268137	268182	268183	268192
NechaG95243	NechaT95243	268183	268192	268193	268242	268243	268320
NechaG95243	NechaT95243	268243	268320	268321	268375	268376	268534
NechaG100472	NechaT100472	1658976	1659439	1659440	1659494	1659495	1659755
NechaG100472	NechaT100472	1659495	1659755	1659756	1659805	1659806	1659935
NechaG100472	NechaT100472	1659806	1659935	1659936	1660048	1660049	1660061
NechaG100472	NechaT100472	1660049	1660061	1660062	1660228	1660229	1660375
NechaG104179	NechaT104179	2741312	2743107	2743108	2743154	2743155	2743422
NechaG68087	NechaT68087	552569	552936	552937	552986	552987	556714
NechaG68087	NechaT68087	552987	556714	556715	556764	556765	558339
NechaG36501	NechaT36501	2599865	2600239	2600240	2600322	2600323	2600380
NechaG36501	NechaT36501	2600323	2600380	2600381	2600453	2600454	2600584
NechaG60733	NechaT60733	600585	601306	601307	601453	601454	601606
NechaG60733	NechaT60733	601454	601606	601607	601790	601791	602107
NechaG48465	NechaT48465	2728650	2728841	2728842	2728895	2728896	2729241
NechaG48465	NechaT48465	2728896	2729241	2729242	2729300	2729301	2729516
NechaG48465	NechaT48465	2729301	2729516	2729517	2729565	2729566	2729654
NechaG37120	NechaT37120	4190817	4191640	4191641	4191734	4191735	4192047
NechaG82193	NechaT82193	54458	54925	54926	54978	54979	55091
NechaG82193	NechaT82193	54979	55091	55092	55214	55215	55413
NechaG102395	NechaT102395	5022916	5023423	5023424	5023479	5023480	5023497
NechaG102395	NechaT102395	5023480	5023497	5023498	5023550	5023551	5023778
NechaG102046	NechaT102046	1783738	1784839	1784840	1784900	1784901	1785121
NechaG102046	NechaT102046	1784901	1785121	1785122	1785169	1785170	1785598
NechaG40189	NechaT40189	1060819	1060917	1060918	1061032	1061033	1061983
NechaG82944	NechaT82944	2169789	2170208	2170209	2170260	2170261	2170281
NechaG62426	NechaT62426	1566640	1566732	1566733	1566783	1566784	1566937
NechaG62426	NechaT62426	1566784	1566937	1566938	1566995	1566996	1567106
NechaG62426	NechaT62426	1566996	1567106	1567107	1567161	1567162	1567353
NechaG62426	NechaT62426	1567162	1567353	1567354	1567414	1567415	1567708
NechaG44751	NechaT44751	700977	701643	701644	701694	701695	702386
NechaG57597	NechaT57597	4637686	4638148	4638149	4638199	4638200	4639651
NechaG57597	NechaT57597	4638200	4639651	4639652	4639711	4639712	4640531
NechaG44971	NechaT44971	2138062	2138548	2138549	2138595	2138596	2139074
NechaG44971	NechaT44971	2138596	2139074	2139075	2139122	2139123	2139299
NechaG89203	NechaT89203	19785	19859	19860	19952	19953	20087
NechaG89203	NechaT89203	19953	20087	20088	20186	20187	20913
NechaG89203	NechaT89203	20187	20913	20914	21057	21058	22112
NechaG59551	NechaT59551	3796461	3796965	3796966	3797017	3797018	3797967
NechaG59551	NechaT59551	3797018	3797967	3797968	3798068	3798069	3798218
NechaG49707	NechaT49707	43225	43375	43376	43583	43584	44043
NechaG49707	NechaT49707	43584	44043	44044	44114	44115	44245
NechaG49707	NechaT49707	44115	44245	44246	44310	44311	44663
NechaG84483	NechaT84483	470779	470831	470832	471127	471128	471144
NechaG84483	NechaT84483	471128	471144	471145	471212	471213	471223
NechaG84483	NechaT84483	471213	471223	471224	471399	471400	472042
NechaG84483	NechaT84483	471400	472042	472043	472180	472181	472461
NechaG84216	NechaT84216	3132441	3132476	3132477	3132624	3132625	3132735
NechaG84216	NechaT84216	3132625	3132735	3132736	3132784	3132785	3132958
NechaG84216	NechaT84216	3132785	3132958	3132959	3133008	3133009	3134028
NechaG68626	NechaT68626	2871545	2871873	2871874	2871924	2871925	2874027
NechaG104181	NechaT104181	2747299	2747317	2747318	2747582	2747583	2747684
NechaG104181	NechaT104181	2747583	2747684	2747685	2747747	2747748	2748640
NechaG55211	NechaT55211	1081258	1081522	1081523	1081576	1081577	1081941
NechaG88852	NechaT88852	165968	166379	166380	166471	166472	166674
NechaG88852	NechaT88852	166472	166674	166675	167156	167157	167353
NechaG88852	NechaT88852	167157	167353	167354	167407	167408	167885
NechaG12335	NechaT12335	265524	265586	265587	265716	265717	265793
NechaG12335	NechaT12335	265717	265793	265794	265855	265856	266783
NechaG12335	NechaT12335	265856	266783	266784	266910	266911	267549
NechaG52369	NechaT52369	1485224	1485707	1485708	1485763	1485764	1486117
NechaG52369	NechaT52369	1485764	1486117	1486118	1486171	1486172	1486506
NechaG52369	NechaT52369	1486172	1486506	1486507	1486570	1486571	1486869
NechaG52369	NechaT52369	1486571	1486869	1486870	1486927	1486928	1487387
NechaG81259	NechaT81259	782730	783442	783443	783486	783487	783625
NechaG45286	NechaT45286	2029729	2030011	2030012	2030230	2030231	2031321
NechaG104597	NechaT104597	3860816	3861079	3861080	3861135	3861136	3861677
NechaG104597	NechaT104597	3861136	3861677	3861678	3861733	3861734	3861939
NechaG104597	NechaT104597	3861734	3861939	3861940	3861995	3861996	3862012
NechaG97291	NechaT97291	1128983	1129108	1129109	1129178	1129179	1129352
NechaG97291	NechaT97291	1129179	1129352	1129353	1129399	1129400	1129647
NechaG97291	NechaT97291	1129400	1129647	1129648	1129699	1129700	1130597
NechaG50174	NechaT50174	1401016	1401093	1401094	1401146	1401147	1401224
NechaG50174	NechaT50174	1401147	1401224	1401225	1401288	1401289	1401414
NechaG50174	NechaT50174	1401289	1401414	1401415	1401469	1401470	1401490
NechaG50174	NechaT50174	1401470	1401490	1401491	1401551	1401552	1401713
NechaG50174	NechaT50174	1401552	1401713	1401714	1401777	1401778	1401837
NechaG50174	NechaT50174	1401778	1401837	1401838	1401884	1401885	1401985
NechaG50174	NechaT50174	1401885	1401985	1401986	1402031	1402032	1402848
NechaG83421	NechaT83421	480447	480570	480571	480715	480716	481128
NechaG83421	NechaT83421	480716	481128	481129	481181	481182	481870
NechaG83421	NechaT83421	481182	481870	481871	481919	481920	482144
NechaG83421	NechaT83421	481920	482144	482145	482205	482206	482497
NechaG89366	NechaT89366	7271	7303	7304	7365	7366	7838
NechaG89366	NechaT89366	7366	7838	7839	7921	7922	8006
NechaG79595	NechaT79595	3783731	3783841	3783842	3783989	3783990	3785021
NechaG79595	NechaT79595	3783990	3785021	3785022	3785098	3785099	3785110
NechaG37737	NechaT37737	1114493	1114575	1114576	1114625	1114626	1115887
NechaG37737	NechaT37737	1114626	1115887	1115888	1116081	1116082	1116298
NechaG37737	NechaT37737	1116082	1116298	1116299	1116345	1116346	1116478
NechaG34461	NechaT34461	4120018	4120206	4120207	4120265	4120266	4120644
NechaG34461	NechaT34461	4120266	4120644	4120645	4120691	4120692	4120809
NechaG34461	NechaT34461	4120692	4120809	4120810	4120864	4120865	4121324
NechaG30431	NechaT30431	205078	205878	205879	205929	205930	206052
NechaG75595	NechaT75595	5734612	5734935	5734936	5734994	5734995	5735036
NechaG75595	NechaT75595	5734995	5735036	5735037	5735082	5735083	5736390
NechaG40172	NechaT40172	174231	174776	174777	174910	174911	175133
NechaG40172	NechaT40172	174911	175133	175134	175187	175188	175248
NechaG40172	NechaT40172	175188	175248	175249	175305	175306	175441
NechaG40172	NechaT40172	175306	175441	175442	175492	175493	176074
NechaG40172	NechaT40172	175493	176074	176075	176257	176258	176564
NechaG40172	NechaT40172	176258	176564	176565	176708	176709	177469
NechaG40172	NechaT40172	176709	177469	177470	177509	177510	178127
NechaG40172	NechaT40172	177510	178127	178128	178181	178182	178312
NechaG40172	NechaT40172	178182	178312	178313	178367	178368	178632
NechaG40172	NechaT40172	178368	178632	178633	182289	182290	182318
NechaG40172	NechaT40172	182290	182318	182319	182343	182344	182488
NechaG40172	NechaT40172	182344	182488	182489	183799	183800	183894
NechaG40172	NechaT40172	183800	183894	183895	183963	183964	184033
NechaG95805	NechaT95805	2865245	2865538	2865539	2865597	2865598	2866401
NechaG83383	NechaT83383	389025	389661	389662	389705	389706	389764
NechaG83383	NechaT83383	389706	389764	389765	389811	389812	390591
NechaG41980	NechaT41980	48281	48578	48579	48635	48636	49147
NechaG91137	NechaT91137	2495209	2495255	2495256	2495405	2495406	2495428
NechaG91137	NechaT91137	2495406	2495428	2495429	2495537	2495538	2495562
NechaG91137	NechaT91137	2495538	2495562	2495563	2495699	2495700	2495869
NechaG91137	NechaT91137	2495700	2495869	2495870	2495927	2495928	2495951
NechaG91137	NechaT91137	2495928	2495951	2495952	2496003	2496004	2496096
NechaG91137	NechaT91137	2496004	2496096	2496097	2496177	2496178	2496229
NechaG91137	NechaT91137	2496178	2496229	2496230	2496395	2496396	2496489
NechaG91137	NechaT91137	2496396	2496489	2496490	2496543	2496544	2496564
NechaG91137	NechaT91137	2496544	2496564	2496565	2496621	2496622	2496676
NechaG91137	NechaT91137	2496622	2496676	2496677	2496730	2496731	2496874
NechaG91137	NechaT91137	2496731	2496874	2496875	2496924	2496925	2496963
NechaG91137	NechaT91137	2496925	2496963	2496964	2497029	2497030	2497053
NechaG91137	NechaT91137	2497030	2497053	2497054	2497240	2497241	2497287
NechaG91137	NechaT91137	2497241	2497287	2497288	2497479	2497480	2497581
NechaG91137	NechaT91137	2497480	2497581	2497582	2497612	2497613	2497777
NechaG91137	NechaT91137	2497613	2497777	2497778	2497829	2497830	2497955
NechaG44457	NechaT44457	281949	282147	282148	282318	282319	282749
NechaG44457	NechaT44457	282319	282749	282750	282952	282953	283383
NechaG44457	NechaT44457	282953	283383	283384	283410	283411	284435
NechaG44457	NechaT44457	283411	284435	284436	284488	284489	284766
NechaG44457	NechaT44457	284489	284766	284767	284834	284835	284996
NechaG92490	NechaT92490	568470	568582	568583	568639	568640	569552
NechaG92490	NechaT92490	568640	569552	569553	569604	569605	569731
NechaG92490	NechaT92490	569605	569731	569732	569790	569791	570070
NechaG92490	NechaT92490	569791	570070	570071	570121	570122	570152
NechaG92490	NechaT92490	570122	570152	570153	570209	570210	570238
NechaG92490	NechaT92490	570210	570238	570239	570290	570291	570422
NechaG92490	NechaT92490	570291	570422	570423	570464	570465	570531
NechaG104433	NechaT104433	1868055	1869819	1869820	1869868	1869869	1870157
NechaG104433	NechaT104433	1869869	1870157	1870158	1870208	1870209	1870380
NechaG45045	NechaT45045	1252484	1252578	1252579	1252630	1252631	1253126
NechaG45045	NechaT45045	1252631	1253126	1253127	1253183	1253184	1254083
NechaG78693	NechaT78693	509602	509772	509773	509835	509836	509976
NechaG78693	NechaT78693	509836	509976	509977	510051	510052	510210
NechaG103345	NechaT103345	992150	992247	992248	992336	992337	992437
NechaG103345	NechaT103345	992337	992437	992438	992495	992496	994747
NechaG79397	NechaT79397	3108150	3108340	3108341	3108399	3108400	3108879
NechaG79397	NechaT79397	3108400	3108879	3108880	3108932	3108933	3108990
NechaG97966	NechaT97966	639525	639638	639639	639694	639695	640093
NechaG74627	NechaT74627	2307761	2308524	2308525	2308587	2308588	2308636
NechaG74627	NechaT74627	2308588	2308636	2308637	2308694	2308695	2308820
NechaG81000	NechaT81000	71960	72271	72272	72355	72356	72658
NechaG57571	NechaT57571	4434046	4434088	4434089	4434269	4434270	4434447
NechaG57571	NechaT57571	4434270	4434447	4434448	4434510	4434511	4434676
NechaG57571	NechaT57571	4434511	4434676	4434677	4434762	4434763	4435667
NechaG57571	NechaT57571	4434763	4435667	4435668	4435719	4435720	4436629
NechaG64899	NechaT64899	999383	1000327	1000328	1000378	1000379	1000471
NechaG64899	NechaT64899	1000379	1000471	1000472	1000527	1000528	1000758
NechaG64899	NechaT64899	1000528	1000758	1000759	1000814	1000815	1000947
NechaG104828	NechaT104828	2815241	2816191	2816192	2816250	2816251	2816333
NechaG92211	NechaT92211	3791208	3791898	3791899	3791951	3791952	3792068
NechaG92211	NechaT92211	3791952	3792068	3792069	3792137	3792138	3792186
NechaG92211	NechaT92211	3792138	3792186	3792187	3792234	3792235	3792353
NechaG92211	NechaT92211	3792235	3792353	3792354	3792404	3792405	3793540
NechaG92211	NechaT92211	3792405	3793540	3793541	3793621	3793622	3793891
NechaG97061	NechaT97061	2689103	2690242	2690243	2690284	2690285	2690656
NechaG97061	NechaT97061	2690285	2690656	2690657	2690686	2690687	2690731
NechaG99970	NechaT99970	999819	1001563	1001564	1001639	1001640	1002723
NechaG99970	NechaT99970	1001640	1002723	1002724	1002779	1002780	1003154
NechaG46144	NechaT46144	98772	98839	98840	98888	98889	100167
NechaG33462	NechaT33462	313626	313791	313792	313845	313846	314094
NechaG33462	NechaT33462	313846	314094	314095	314149	314150	314616
NechaG75871	NechaT75871	205872	206127	206128	206251	206252	206484
NechaG94393	NechaT94393	1894863	1894942	1894943	1894994	1894995	1895017
NechaG94393	NechaT94393	1894995	1895017	1895018	1895067	1895068	1895473
NechaG94393	NechaT94393	1895068	1895473	1895474	1895527	1895528	1895840
NechaG78755	NechaT78755	718181	718183	718184	718236	718237	719458
NechaG78755	NechaT78755	718237	719458	719459	719507	719508	719821
NechaG44831	NechaT44831	868562	868646	868647	868699	868700	869306
NechaG44831	NechaT44831	868700	869306	869307	869363	869364	870803
NechaG44831	NechaT44831	869364	870803	870804	870859	870860	871247
NechaG77433	NechaT77433	818866	819642	819643	819794	819795	819856
NechaG77433	NechaT77433	819795	819856	819857	820142	820143	820176
NechaG55819	NechaT55819	8847	9485	9486	9540	9541	9644
NechaG55819	NechaT55819	9541	9644	9645	9699	9700	10036
NechaG55819	NechaT55819	9700	10036	10037	10088	10089	10366
NechaG55819	NechaT55819	10089	10366	10367	10421	10422	10515
NechaG55819	NechaT55819	10422	10515	10516	10568	10569	10640
NechaG86934	NechaT86934	1907713	1908068	1908069	1908109	1908110	1908518
NechaG86934	NechaT86934	1908110	1908518	1908519	1908576	1908577	1909006
NechaG86934	NechaT86934	1908577	1909006	1909007	1909059	1909060	1909106
NechaG86934	NechaT86934	1909060	1909106	1909107	1909153	1909154	1909281
NechaG86934	NechaT86934	1909154	1909281	1909282	1909329	1909330	1910338
NechaG19117	NechaT19117	10880	11080	11081	11128	11129	11488
NechaG60775	NechaT60775	769102	770089	770090	770136	770137	770945
NechaG60775	NechaT60775	770137	770945	770946	770998	770999	771137
NechaG81206	NechaT81206	634518	635023	635024	635107	635108	635130
NechaG81206	NechaT81206	635108	635130	635131	635460	635461	635549
NechaG74147	NechaT74147	524313	525391	525392	525451	525452	525821
NechaG103041	NechaT103041	1537539	1539724	1539725	1539774	1539775	1540297
NechaG103041	NechaT103041	1539775	1540297	1540298	1540382	1540383	1541360
NechaG97347	NechaT97347	1465002	1465044	1465045	1465106	1465107	1465228
NechaG97347	NechaT97347	1465107	1465228	1465229	1465278	1465279	1465812
NechaG97347	NechaT97347	1465279	1465812	1465813	1465863	1465864	1466320
NechaG97347	NechaT97347	1465864	1466320	1466321	1466401	1466402	1466740
NechaG97347	NechaT97347	1466402	1466740	1466741	1467303	1467304	1467353
NechaG39252	NechaT39252	4096853	4097202	4097203	4097262	4097263	4097609
NechaG39252	NechaT39252	4097263	4097609	4097610	4097658	4097659	4097975
NechaG39252	NechaT39252	4097659	4097975	4097976	4098036	4098037	4098133
NechaG39252	NechaT39252	4098037	4098133	4098134	4098187	4098188	4098735
NechaG101654	NechaT101654	1800130	1800240	1800241	1800286	1800287	1800799
NechaG101654	NechaT101654	1800287	1800799	1800800	1800850	1800851	1801561
NechaG101654	NechaT101654	1800851	1801561	1801562	1801617	1801618	1802214
NechaG101654	NechaT101654	1801618	1802214	1802215	1802261	1802262	1802432
NechaG104639	NechaT104639	841100	841390	841391	841449	841450	841641
NechaG104639	NechaT104639	841450	841641	841642	841756	841757	841835
NechaG104639	NechaT104639	841757	841835	841836	841965	841966	842383
NechaG46887	NechaT46887	2137556	2137652	2137653	2137704	2137705	2137797
NechaG46887	NechaT46887	2137705	2137797	2137798	2137870	2137871	2137899
NechaG46887	NechaT46887	2137871	2137899	2137900	2137955	2137956	2138517
NechaG46887	NechaT46887	2137956	2138517	2138518	2138571	2138572	2138718
NechaG46887	NechaT46887	2138572	2138718	2138719	2138768	2138769	2138823
NechaG46887	NechaT46887	2138769	2138823	2138824	2138907	2138908	2138989
NechaG32457	NechaT32457	1979265	1980903	1980904	1981026	1981027	1981308
NechaG32457	NechaT32457	1981027	1981308	1981309	1981364	1981365	1981580
NechaG32457	NechaT32457	1981365	1981580	1981581	1981641	1981642	1981805
NechaG80448	NechaT80448	2339941	2340021	2340022	2340090	2340091	2340400
NechaG80448	NechaT80448	2340091	2340400	2340401	2340450	2340451	2342150
NechaG106486	NechaT106486	1731038	1731132	1731133	1731173	1731174	1731619
NechaG106486	NechaT106486	1731174	1731619	1731620	1731679	1731680	1732215
NechaG106486	NechaT106486	1731680	1732215	1732216	1732271	1732272	1732272
NechaG106486	NechaT106486	1732272	1732272	1732273	1732387	1732388	1732525
NechaG106486	NechaT106486	1732388	1732525	1732526	1732582	1732583	1733097
NechaG56594	NechaT56594	2791	3656	3657	3710	3711	3936
NechaG56594	NechaT56594	3711	3936	3937	3994	3995	4116
NechaG56594	NechaT56594	3995	4116	4117	4172	4173	4207
NechaG56594	NechaT56594	4173	4207	4208	4262	4263	4656
NechaG56594	NechaT56594	4263	4656	4657	4708	4709	4802
NechaG56594	NechaT56594	4709	4802	4803	4855	4856	4927
NechaG56594	NechaT56594	4856	4927	4928	4986	4987	5020
NechaG56594	NechaT56594	4987	5020	5021	5074	5075	5155
NechaG56594	NechaT56594	5075	5155	5156	5212	5213	5271
NechaG96746	NechaT96746	1223691	1223834	1223835	1223886	1223887	1225835
NechaG96746	NechaT96746	1223887	1225835	1225836	1225985	1225986	1226195
NechaG96746	NechaT96746	1225986	1226195	1226196	1226238	1226239	1226584
NechaG73009	NechaT73009	1714454	1714679	1714680	1714731	1714732	1715060
NechaG73009	NechaT73009	1714732	1715060	1715061	1715114	1715115	1715359
NechaG73009	NechaT73009	1715115	1715359	1715360	1715420	1715421	1715960
NechaG73009	NechaT73009	1715421	1715960	1715961	1716011	1716012	1716777
NechaG75266	NechaT75266	4607819	4608061	4608062	4608112	4608113	4608633
NechaG75266	NechaT75266	4608113	4608633	4608634	4608683	4608684	4608853
NechaG75266	NechaT75266	4608684	4608853	4608854	4608908	4608909	4609351
NechaG68614	NechaT68614	2826996	2827338	2827339	2827417	2827418	2829150
NechaG84144	NechaT84144	2881123	2882105	2882106	2882156	2882157	2882290
NechaG84144	NechaT84144	2882157	2882290	2882291	2882344	2882345	2882448
NechaG91617	NechaT91617	548442	549858	549859	549903	549904	549962
NechaG105910	NechaT105910	2439394	2440521	2440522	2440733	2440734	2440782
NechaG105910	NechaT105910	2440734	2440782	2440783	2440944	2440945	2441288
NechaG88456	NechaT88456	414855	414927	414928	415041	415042	415643
NechaG17739	NechaT17739	24570	24656	24657	24802	24803	24890
NechaG17739	NechaT17739	24803	24890	24891	24952	24953	25123
NechaG17739	NechaT17739	24953	25123	25124	25182	25183	25799
NechaG45500	NechaT45500	1884473	1884542	1884543	1884596	1884597	1885115
NechaG45500	NechaT45500	1884597	1885115	1885116	1885169	1885170	1885205
NechaG45500	NechaT45500	1885170	1885205	1885206	1885253	1885254	1885917
NechaG45500	NechaT45500	1885254	1885917	1885918	1885972	1885973	1886042
NechaG45500	NechaT45500	1885973	1886042	1886043	1886092	1886093	1886218
NechaG76507	NechaT76507	2259966	2260861	2260862	2260917	2260918	2261329
NechaG101680	NechaT101680	2031923	2032303	2032304	2032357	2032358	2032444
NechaG101680	NechaT101680	2032358	2032444	2032445	2032493	2032494	2032787
NechaG69203	NechaT69203	1469173	1470637	1470638	1470731	1470732	1470914
NechaG69203	NechaT69203	1470732	1470914	1470915	1471038	1471039	1471108
NechaG50561	NechaT50561	1550176	1550210	1550211	1550267	1550268	1550425
NechaG50561	NechaT50561	1550268	1550425	1550426	1550483	1550484	1550740
NechaG82218	NechaT82218	126796	127202	127203	127257	127258	128164
NechaG105382	NechaT105382	2338071	2338587	2338588	2338637	2338638	2338782
NechaG97208	NechaT97208	728306	728505	728506	728563	728564	728835
NechaG97208	NechaT97208	728564	728835	728836	728886	728887	729672
NechaG97208	NechaT97208	728887	729672	729673	729723	729724	729805
NechaG97208	NechaT97208	729724	729805	729806	729852	729853	729922
NechaG75021	NechaT75021	3658935	3659531	3659532	3659583	3659584	3659693
NechaG75021	NechaT75021	3659584	3659693	3659694	3659744	3659745	3659870
NechaG75021	NechaT75021	3659745	3659870	3659871	3659922	3659923	3659974
NechaG74700	NechaT74700	2535159	2535405	2535406	2535468	2535469	2535722
NechaG77967	NechaT77967	2756296	2756586	2756587	2756632	2756633	2758384
NechaG80955	NechaT80955	3934787	3935347	3935348	3935419	3935420	3935996
NechaG80955	NechaT80955	3935420	3935996	3935997	3936031	3936032	3936039
NechaG78163	NechaT78163	3415033	3416073	3416074	3416243	3416244	3416954
NechaG39463	NechaT39463	3534491	3534619	3534620	3534713	3534714	3534794
NechaG39463	NechaT39463	3534714	3534794	3534795	3534881	3534882	3535700
NechaG35170	NechaT35170	2040477	2040619	2040620	2040687	2040688	2041621
NechaG35170	NechaT35170	2040688	2041621	2041622	2041675	2041676	2042061
NechaG35170	NechaT35170	2041676	2042061	2042062	2042115	2042116	2042233
NechaG90306	NechaT90306	4423223	4423657	4423658	4423762	4423763	4424361
NechaG90306	NechaT90306	4423763	4424361	4424362	4424416	4424417	4425100
NechaG90306	NechaT90306	4424417	4425100	4425101	4425159	4425160	4425232
NechaG102668	NechaT102668	2779403	2779796	2779797	2779851	2779852	2779970
NechaG102668	NechaT102668	2779852	2779970	2779971	2780036	2780037	2780282
NechaG34902	NechaT34902	241263	241722	241723	241777	241778	241900
NechaG34902	NechaT34902	241778	241900	241901	241949	241950	242205
NechaG34902	NechaT34902	241950	242205	242206	242249	242250	243102
NechaG101110	NechaT101110	1675070	1675210	1675211	1675267	1675268	1675347
NechaG101110	NechaT101110	1675268	1675347	1675348	1675400	1675401	1675963
NechaG60384	NechaT60384	2887678	2887902	2887903	2887955	2887956	2889243
NechaG60384	NechaT60384	2887956	2889243	2889244	2889421	2889422	2891501
NechaG60384	NechaT60384	2889422	2891501	2891502	2891633	2891634	2891877
NechaG85229	NechaT85229	2871220	2871246	2871247	2871790	2871791	2871828
NechaG85229	NechaT85229	2871791	2871828	2871829	2871907	2871908	2872065
NechaG85229	NechaT85229	2871908	2872065	2872066	2872119	2872120	2873147
NechaG87094	NechaT87094	105608	105833	105834	105874	105875	106453
NechaG87094	NechaT87094	105875	106453	106454	106495	106496	107181
NechaG93358	NechaT93358	1037478	1037606	1037607	1037699	1037700	1038911
NechaG93358	NechaT93358	1037700	1038911	1038912	1038973	1038974	1039052
NechaG93358	NechaT93358	1038974	1039052	1039053	1039107	1039108	1039151
NechaG37406	NechaT37406	4535673	4536461	4536462	4536514	4536515	4536779
NechaG37406	NechaT37406	4536515	4536779	4536780	4536832	4536833	4537035
NechaG37406	NechaT37406	4536833	4537035	4537036	4537087	4537088	4537147
NechaG80152	NechaT80152	1229773	1230065	1230066	1230122	1230123	1230717
NechaG101685	NechaT101685	2046022	2046315	2046316	2046363	2046364	2046521
NechaG45657	NechaT45657	2305553	2305746	2305747	2305798	2305799	2305868
NechaG45657	NechaT45657	2305799	2305868	2305869	2305936	2305937	2305964
NechaG45657	NechaT45657	2305937	2305964	2305965	2306015	2306016	2306028
NechaG45657	NechaT45657	2306016	2306028	2306029	2306075	2306076	2306502
NechaG45657	NechaT45657	2306076	2306502	2306503	2306549	2306550	2306634
NechaG45657	NechaT45657	2306550	2306634	2306635	2306683	2306684	2306838
NechaG51294	NechaT51294	2609350	2609618	2609619	2609663	2609664	2610885
NechaG73887	NechaT73887	2512408	2513051	2513052	2513104	2513105	2513233
NechaG73887	NechaT73887	2513105	2513233	2513234	2513301	2513302	2513335
NechaG73887	NechaT73887	2513302	2513335	2513336	2513407	2513408	2513479
NechaG49514	NechaT49514	2867760	2868354	2868355	2868410	2868411	2868535
NechaG53421	NechaT53421	1031278	1031608	1031609	1031660	1031661	1031939
NechaG53421	NechaT53421	1031661	1031939	1031940	1031987	1031988	1032403
NechaG102393	NechaT102393	4818089	4818866	4818867	4818923	4818924	4819115
NechaG102393	NechaT102393	4818924	4819115	4819116	4819173	4819174	4819200
NechaG102393	NechaT102393	4819174	4819200	4819201	4819253	4819254	4819273
NechaG102393	NechaT102393	4819254	4819273	4819274	4819340	4819341	4819574
NechaG84235	NechaT84235	3204299	3205015	3205016	3205064	3205065	3205286
NechaG84235	NechaT84235	3205065	3205286	3205287	3205333	3205334	3205486
NechaG79848	NechaT79848	239630	241487	241488	241527	241528	242384
NechaG29138	NechaT29138	1018113	1018243	1018244	1018301	1018302	1018755
NechaG49089	NechaT49089	2310764	2311242	2311243	2311329	2311330	2311999
NechaG52098	NechaT52098	1027055	1028125	1028126	1028200	1028201	1028476
NechaG52098	NechaT52098	1028201	1028476	1028477	1028525	1028526	1028563
NechaG52098	NechaT52098	1028526	1028563	1028564	1028615	1028616	1028715
